Label	Category	Name
GCA_004168035.1_ASM416803v1_SDPU01000032.1_seq1...tet_rpg	Latent	NA
GCA_004337435.2_ASM433743v2_SJXB02000001.1_seq1...tet_rpg	Latent	NA
GCA_004342025.1_ASM434202v1_SLWN01000006.1_seq1...tet_rpg	Latent	NA
GCA_004344915.1_ASM434491v1_SKFG01000001.1_seq1...tet_rpg	Latent	NA
GCA_007829885.1_ASM782988v1_VIWW01000001.1_seq1...tet_rpg	Latent	NA
GCA_008635795.1_ASM863579v1_VWRQ01000001.1_seq1...tet_rpg	Latent	NA
GCA_009363075.1_ASM936307v1_CP045293.1_seq1...tet_rpg	Latent	NA
GCA_011193355.1_ASM1119335v1_CP049780.1_seq1...tet_rpg	Latent	NA
GCA_013009255.1_ASM1300925v1_CP053109.1_seq1...tet_rpg	Latent	NA
GCA_013359935.1_ASM1335993v1_JABMCB010000179.1_seq1...tet_rpg	Latent	NA
GCA_013361685.1_ASM1336168v1_JABFXP010000407.1_seq1...tet_rpg	Latent	NA
GCA_014212125.1_ASM1421212v1_JACJVP010000005.1_seq1...tet_rpg	Latent	NA
GCA_014384785.1_ASM1438478v1_JACRSU010000003.1_seq1...tet_rpg	Latent	NA
GCA_014645835.1_ASM1464583v1_BMMM01000005.1_seq1...tet_rpg	Latent	NA
GCA_014650875.1_ASM1465087v1_BMVU01000025.1_seq1...tet_rpg	Latent	NA
GCA_014873875.1_ASM1487387v1_JADBEM010000001.1_seq2...tet_rpg	Latent	NA
GCA_016587355.1_ASM1658735v1_BNJF01000002.1_seq1...tet_rpg	Latent	NA
GCA_016862575.1_ASM1686257v1_BONF01000037.1_seq1...tet_rpg	Latent	NA
GCA_017052585.1_ASM1705258v1_JAFFHZ010000002.1_seq1...tet_rpg	Latent	NA
GCA_019091125.1_ASM1909112v1_JAGXJX010000017.1_seq1...tet_rpg	Latent	NA
GCA_019352175.1_ASM1935217v1_JACBYI010000006.1_seq1...tet_rpg	Latent	NA
GCA_020731285.1_ASM2073128v1_JAJFOW010000021.1_seq1...tet_rpg	Latent	NA
GCA_022346995.1_ASM2234699v1_JAKRNM010000001.1_seq1...tet_rpg	Latent	NA
GCA_025402955.1_ASM2540295v1_CP104794.1_seq1...tet_rpg	Latent	NA
GCA_025924815.1_ASM2592481v1_JAICHQ010000072.1_seq1...tet_rpg	Latent	NA
GCA_025928855.1_ASM2592885v1_JAICIQ010000139.1_seq1...tet_rpg	Latent	NA
GCA_026341795.1_ASM2634179v1_JAPENZ010000001.1_seq2...tet_rpg	Latent	NA
GCA_030147065.1_ASM3014706v1_JASLAP010000279.1_seq1...tet_rpg	Latent	NA
GCA_030348195.1_ASM3034819v1_JAUCFT010000008.1_seq1...tet_rpg	Latent	NA
GCA_030555055.1_ASM3055505v1_JAMOAO010000001.1_seq1...tet_rpg	Latent	NA
GCA_030866765.1_ASM3086676v1_CP133017.1_seq1...tet_rpg	Latent	NA
GCA_032105165.1_ASM3210516v1_DAMCQZ010000090.1_seq1...tet_rpg	Latent	NA
GCA_036222225.1_ASM3622222v1_JARTHN010000031.1_seq1...tet_rpg	Latent	NA
GCA_036347055.1_ASM3634705v1_CP108882.1_seq1...tet_rpg	Latent	NA
GCA_036902735.1_ASM3690273v1_JBAKHO010000007.1_seq1...tet_rpg	Latent	NA
GCA_900100345.1_IMG.taxon_2617270934_annotated_assembly_FMTT01000003.1_seq1...tet_rpg	Latent	NA
GCA_000180115.1_ASM18011v1_BABR01000245.1_seq1...tet_rpg	Latent	NA
GCA_000497425.1_S.niveus_v1_CM002280.1_seq1...tet_rpg	Latent	NA
GCA_000758685.1_ASM75868v1_CP009286.1_seq1...tet_rpg	Latent	NA
GCA_000971975.1_ASM97197v1_LAQO01000006.1_seq1...tet_rpg	Latent	NA
GCA_002057455.1_ASM205745v1_CP017717.1_seq2...tet_rpg	Latent	NA
GCA_002099325.1_ASM209932v1_MRUJ01000115.1_seq1...tet_rpg	Latent	NA
GCA_002161855.1_ASM216185v1_NDGK01000036.1_seq1...tet_rpg	Latent	NA
GCA_002300315.1_ASM230031v1_NSGX01000001.1_seq1...tet_rpg	Latent	NA
GCA_003323745.1_ASM332374v1_QOIL01000013.1_seq1...tet_rpg	Latent	NA
GCA_003612555.1_ASM361255v1_RAZF01000033.1_seq1...tet_rpg	Latent	NA
GCA_003994475.1_ASM399447v1_RZNY01000007.1_seq1...tet_rpg	Latent	NA
GCA_004331465.1_ASM433146v1_SJKB01000005.1_seq1...tet_rpg	Latent	NA
GCA_004365875.1_ASM436587v1_SODF01000001.1_seq1...tet_rpg	Latent	NA
GCA_006717045.1_ASM671704v1_VFPH01000001.1_seq1...tet_rpg	Latent	NA
GCA_009909185.1_ASM990918v1_JAAAMV010000011.1_seq1...tet_rpg	Latent	NA
GCA_010548215.1_ASM1054821v1_JAAGLM010001114.1_seq1...tet_rpg	Latent	NA
GCA_011947235.1_ASM1194723v1_JAATVX010000020.1_seq1...tet_rpg	Latent	NA
GCA_013359945.1_ASM1335994v1_JABWCS010000185.1_seq1...tet_rpg	Latent	NA
GCA_014062345.1_ASM1406234v1_JACGLS010000003.1_seq1...tet_rpg	Latent	NA
GCA_014639155.1_ASM1463915v1_BMFT01000001.1_seq1...tet_rpg	Latent	NA
GCA_014640555.1_ASM1464055v1_BMHE01000016.1_seq1...tet_rpg	Latent	NA
GCA_016834655.1_ASM1683465v1_JAENHP010000040.1_seq1...tet_rpg	Latent	NA
GCA_016862075.1_ASM1686207v1_BOMG01000074.1_seq1...tet_rpg	Latent	NA
GCA_018614095.1_ASM1861409v1_JAGGOY010000028.1_seq1...tet_rpg	Latent	NA
GCA_023155275.1_ASM2315527v1_JALMUV010000015.1_seq1...tet_rpg	Latent	NA
GCA_023520895.1_ASM2352089v1_CP026029.1_seq1...tet_rpg	Latent	NA
GCA_023701525.1_ASM2370152v1_JAMQAW010000025.1_seq1...tet_rpg	Latent	NA
GCA_024134545.1_ASM2413454v1_CP099837.1_seq1...tet_rpg	Latent	NA
GCA_024330215.1_ASM2433021v1_JANDLU010000074.1_seq1...tet_rpg	Latent	NA
GCA_030124145.1_ASM3012414v1_JASKMS010000021.1_seq1...tet_rpg	Latent	NA
GCA_030269305.1_ASM3026930v1_BSTC01000007.1_seq1...tet_rpg	Latent	NA
GCA_032053185.1_ASM3205318v1_DAMBVB010000015.1_seq1...tet_rpg	Latent	NA
GCA_036174265.1_ASM3617426v1_CP108055.1_seq1...tet_rpg	Latent	NA
GCA_036226565.1_ASM3622656v1_CP108996.1_seq1...tet_rpg	Latent	NA
GCA_036231945.1_ASM3623194v1_CP109599.1_seq1...tet_rpg	Latent	NA
GCA_900105385.1_IMG.taxon_2636416048_annotated_assembly_LT629772.1_seq2...tet_rpg	Latent	NA
GCA_900111565.1_IMG.taxon_2600255286_annotated_assembly_FOIK01000002.1_seq1...tet_rpg	Latent	NA
GCA_946479885.1_ERR5385031_bin.8_metawrap_v1.3.0_MAG_CAMLHM010000002.1_seq1...tet_rpg	Latent	NA
GCA_000024865.1_ASM2486v1_CP001814.1_seq1...tet_rpg	Latent	NA
GCA_000161415.1_ASM16141v1_CM000743.1_seq1...tet_rpg	Latent	NA
GCA_000237045.2_ASM23704v2_AHAY01000123.1_seq1...tet_rpg	Latent	NA
GCA_000373465.1_ASM37346v1_KB891542.1_seq1...tet_rpg	Latent	NA
GCA_000415505.1_STAFG_KE354155.1_seq1...tet_rpg	Latent	NA
GCA_000482345.1_ASM48234v1_AXVB01000024.1_seq1...tet_rpg	Latent	NA
GCA_000513275.1_G1_CBVJ010000123.1_seq1...tet_rpg	Latent	NA
GCA_000716885.1_ASM71688v1_JNWR01000007.1_seq1...tet_rpg	Latent	NA
GCA_000974985.2_ASM97498v2_LAVA02000011.1_seq1...tet_rpg	Latent	NA
GCA_001083785.1_Nonomuraea_sp_SBT364_SPAdes_SSPACE_LAVL01000034.1_seq1...tet_rpg	Latent	NA
GCA_001187725.1_ASM118772v1_LGIQ01000009.1_seq1...tet_rpg	Latent	NA
GCA_001280595.1_ASM128059v1_LITU01000074.1_seq1...tet_rpg	Latent	NA
GCA_001419685.1_ASM141968v1_LIRI01000422.1_seq1...tet_rpg	Latent	NA
GCA_001424825.1_Root31_LMCO01000012.1_seq1...tet_rpg	Latent	NA
GCA_001905725.1_ASM190572v1_LIWB01000011.1_seq1...tet_rpg	Latent	NA
GCA_001905845.1_ASM190584v1_LIVZ01000003.1_seq1...tet_rpg	Latent	NA
GCA_002009555.1_ASM200955v1_MTLA01000154.1_seq1...tet_rpg	Latent	NA
GCA_002154375.1_ASM215437v1_MUND01000118.1_seq1...tet_rpg	Latent	NA
GCA_002291145.1_ASM229114v1_NTGE01000197.1_seq1...tet_rpg	Latent	NA
GCA_002803155.1_ASM280315v1_NNBP01000027.1_seq1...tet_rpg	Latent	NA
GCA_002850745.1_ASM285074v1_KZ559472.1_seq1...tet_rpg	Latent	NA
GCA_003634815.1_ASM363481v1_RBXC01000001.1_seq1...tet_rpg	Latent	NA
GCA_004124325.1_ASM412432v1_QBDT01000001.1_seq1...tet_rpg	Latent	NA
GCA_004217145.1_ASM421714v1_SHKR01000016.1_seq1...tet_rpg	Latent	NA
GCA_004348315.1_ASM434831v1_SMKC01000511.1_seq1...tet_rpg	Latent	NA
GCA_004348675.1_ASM434867v1_SMKN01000005.1_seq1...tet_rpg	Latent	NA
GCA_007828695.1_ASM782869v1_VIUV01000001.1_seq1...tet_rpg	Latent	NA
GCA_007994075.1_ASM799407v1_VIWU01000001.1_seq2...tet_rpg	Latent	NA
GCA_009604405.1_ASM960440v1_WEGK01000014.1_seq1...tet_rpg	Latent	NA
GCA_009834515.1_ASM983451v1_CP019426.1_seq1...tet_rpg	Latent	NA
GCA_012241495.1_ASM1224149v1_JAAVWW010000006.1_seq1...tet_rpg	Latent	NA
GCA_013361825.1_ASM1336182v1_JABFXI010000894.1_seq1...tet_rpg	Latent	NA
GCA_013408535.1_ASM1340853v1_JACBZA010000001.1_seq3...tet_rpg	Latent	NA
GCA_014596475.1_ASM1459647v1_MECJ01000011.1_seq1...tet_rpg	Latent	NA
GCA_014641555.1_ASM1464155v1_BMHY01000005.1_seq1...tet_rpg	Latent	NA
GCA_014842125.1_ASM1484212v1_JACYVE010000004.1_seq1...tet_rpg	Latent	NA
GCA_016862795.1_ASM1686279v1_BONQ01000184.1_seq1...tet_rpg	Latent	NA
GCA_016907535.1_ASM1690753v1_JAFBCF010000001.1_seq1...tet_rpg	Latent	NA
GCA_017498755.1_ASM1749875v1_JAGDQK010000019.1_seq1...tet_rpg	Latent	NA
GCA_017948485.1_ASM1794848v1_JAFFSX010000008.1_seq1...tet_rpg	Latent	NA
GCA_020443565.1_ASM2044356v1_JAIZZN010000010.1_seq1...tet_rpg	Latent	NA
GCA_021641175.1_ASM2164117v1_JAJWYD010000006.1_seq1...tet_rpg	Latent	NA
GCA_024970185.1_ASM2497018v1_CP103965.1_seq1...tet_rpg	Latent	NA
GCA_026341595.1_ASM2634159v1_JAPEOJ010000001.1_seq1...tet_rpg	Latent	NA
GCA_026341825.1_ASM2634182v1_JAPENY010000003.1_seq1...tet_rpg	Latent	NA
GCA_029080175.1_ASM2908017v1_JARFJC010000003.1_seq1...tet_rpg	Latent	NA
GCA_030116705.1_ASM3011670v1_JAOTIK010000001.1_seq1...tet_rpg	Latent	NA
GCA_035630075.1_ASM3563007v1_DASQLI010000189.1_seq1...tet_rpg	Latent	NA
GCA_035762905.1_ASM3576290v1_DASUCC010000126.1_seq1...tet_rpg	Latent	NA
GCA_035920405.1_ASM3592040v1_CP109152.1_seq1...tet_rpg	Latent	NA
GCA_036506675.1_ASM3650667v1_DASXRJ010000011.1_seq1...tet_rpg	Latent	NA
GCA_037044575.1_ASM3704457v1_JBAHWD010000026.1_seq1...tet_rpg	Latent	NA
GCA_900176365.1_IMG.taxon_2681813565_annotated_assembly_FWXY01000018.1_seq1...tet_rpg	Latent	NA
GCA_000023585.1_ASM2358v1_CP001656.1_seq1...tet_rpg	Latent	NA
GCA_000024545.1_ASM2454v1_CP001778.1_seq2...tet_rpg	Latent	NA
GCA_000373585.1_ASM37358v1_KB891887.1_seq1...tet_rpg	Latent	NA
GCA_000717055.1_ASM71705v1_JNXI01000007.1_seq1...tet_rpg	Latent	NA
GCA_000718945.1_ASM71894v1_JODG01000021.1_seq1...tet_rpg	Latent	NA
GCA_000720325.1_ASM72032v1_JOJM01000005.1_seq1...tet_rpg	Latent	NA
GCA_000757885.1_Pwynnii072014_JQCR01000002.1_seq1...tet_rpg	Latent	NA
GCA_000818195.1_Streptomyces_species_150FB_genome_v1_JTHL01000001.1_seq1...tet_rpg	Latent	NA
GCA_001261775.1_Anaeromassilibacillus_senegalense_LN868535.1_seq1...tet_rpg	Latent	NA
GCA_001270505.1_ASM127050v1_LGUS01000232.1_seq1...tet_rpg	Latent	NA
GCA_001279775.1_ASM127977v1_LGDG01000225.1_seq1...tet_rpg	Latent	NA
GCA_001279985.1_ASM127998v1_LGDU01000036.1_seq1...tet_rpg	Latent	NA
GCA_001514305.1_ASM151430v1_KQ949092.1_seq1...tet_rpg	Latent	NA
GCA_001528665.1_ASM152866v1_BBYJ01000005.1_seq1...tet_rpg	Latent	NA
GCA_001654495.1_ASM165449v1_CP015849.1_seq1...tet_rpg	Latent	NA
GCA_001685355.1_ASM168535v1_CP016438.1_seq1...tet_rpg	Latent	NA
GCA_002021565.1_ASM202156v1_MSZX01000003.1_seq1...tet_rpg	Latent	NA
GCA_003387075.1_ASM338707v1_QUMQ01000001.1_seq1...tet_rpg	Latent	NA
GCA_003945525.1_ASM394552v1_CP029601.1_seq1...tet_rpg	Latent	NA
GCA_003994465.1_ASM399446v1_RZNX01000002.1_seq1...tet_rpg	Latent	NA
GCA_004025965.2_ASM402596v2_SAYU02000046.1_seq1...tet_rpg	Latent	NA
GCA_004348415.1_ASM434841v1_SMKI01000077.1_seq1...tet_rpg	Latent	NA
GCA_006540305.1_ASM654030v1_BJOR01000001.1_seq1...tet_rpg	Latent	NA
GCA_006716745.1_ASM671674v1_VFPP01000001.1_seq1...tet_rpg	Latent	NA
GCA_007176755.1_ASM717675v1_BJTV01000015.1_seq1...tet_rpg	Latent	NA
GCA_007830515.1_ASM783051v1_VLKT01000141.1_seq1...tet_rpg	Latent	NA
GCA_008065375.1_ASM806537v1_VJYI01000003.1_seq1...tet_rpg	Latent	NA
GCA_008761635.1_ASM876163v1_CP044344.1_seq1...tet_rpg	Latent	NA
GCA_009377175.1_ASM937717v1_VJZD01000090.1_seq1...tet_rpg	Latent	NA
GCA_009664975.1_ASM966497v1_WJXB01000001.1_seq1...tet_rpg	Latent	NA
GCA_009709555.1_ASM970955v1_WJBG01000106.1_seq1...tet_rpg	Latent	NA
GCA_011045015.1_ASM1104501v1_JAAKZY010000041.1_seq1...tet_rpg	Latent	NA
GCA_011761355.1_ASM1176135v1_JAASRW010000008.1_seq1...tet_rpg	Latent	NA
GCA_011764545.1_ASM1176454v1_AP022870.1_seq1...tet_rpg	Latent	NA
GCA_013361465.1_ASM1336146v1_JABFYA010000107.1_seq1...tet_rpg	Latent	NA
GCA_014138335.1_ASM1413833v1_JACGXO010000005.1_seq1...tet_rpg	Latent	NA
GCA_014191845.1_ASM1419184v1_JACHXE010000001.1_seq1...tet_rpg	Latent	NA
GCA_014195505.1_ASM1419550v1_JACIBV010000001.1_seq1...tet_rpg	Latent	NA
GCA_014596915.1_ASM1459691v1_JACVWU010000006.1_seq1...tet_rpg	Latent	NA
GCA_014647875.1_ASM1464787v1_BMQA01000001.1_seq1...tet_rpg	Latent	NA
GCA_015160855.1_ASM1516085v1_CP063373.1_seq1...tet_rpg	Latent	NA
GCA_015999245.1_ASM1599924v1_JAEAMR010000022.1_seq1...tet_rpg	Latent	NA
GCA_016861975.1_ASM1686197v1_BOMB01000041.1_seq1...tet_rpg	Latent	NA
GCA_018403205.1_ASM1840320v1_BOSF01000003.1_seq1...tet_rpg	Latent	NA
GCA_019083965.1_ASM1908396v1_JAHRCY010000009.1_seq1...tet_rpg	Latent	NA
GCA_023512345.1_ASM2351234v1_JAILZT010000001.1_seq1...tet_rpg	Latent	NA
GCA_023544665.1_ASM2354466v1_JAMJFL010000004.1_seq1...tet_rpg	Latent	NA
GCA_026343115.1_ASM2634311v1_JAPEMC010000001.1_seq1...tet_rpg	Latent	NA
GCA_026410145.1_ASM2641014v1_JAPMLO010000003.1_seq1...tet_rpg	Latent	NA
GCA_028290435.1_ASM2829043v1_JAQGJV010000061.1_seq1...tet_rpg	Latent	NA
GCA_028290625.1_ASM2829062v1_JAQGJM010000031.1_seq1...tet_rpg	Latent	NA
GCA_028994805.1_ASM2899480v1_JAJQQP010000015.1_seq1...tet_rpg	Latent	NA
GCA_029269835.1_ASM2926983v1_JARJBB010000004.1_seq1...tet_rpg	Latent	NA
GCA_029893585.1_ASM2989358v1_JARXYX010000001.1_seq1...tet_rpg	Latent	NA
GCA_030287445.1_ASM3028744v1_JASVWB010000004.1_seq1...tet_rpg	Latent	NA
GCA_030386795.1_ASM3038679v1_JANUQM010000008.1_seq1...tet_rpg	Latent	NA
GCA_031181325.1_ASM3118132v1_JAPSKX010000007.1_seq1...tet_rpg	Latent	NA
GCA_035999765.1_ASM3599976v1_CP108521.1_seq2...tet_rpg	Latent	NA
GCA_036014175.1_ASM3601417v1_CP107917.1_seq1...tet_rpg	Latent	NA
GCA_036173105.1_ASM3617310v1_CP108053.1_seq1...tet_rpg	Latent	NA
GCA_036520275.1_ASM3652027v1_DATDJX010000544.1_seq1...tet_rpg	Latent	NA
GCA_900112695.1_IMG.taxon_2675903006_annotated_assembly_FOMT01000006.1_seq1...tet_rpg	Latent	NA
GCA_000270245.1_ASM27024v1_AP012204.1_seq1...tet_rpg	Latent	NA
GCA_000716085.1_ASM71608v1_KL574199.1_seq1...tet_rpg	Latent	NA
GCA_001418655.1_ASM141865v1_LIQZ01000405.1_seq1...tet_rpg	Latent	NA
GCA_001420715.1_ASM142071v1_LJJC01000015.1_seq1...tet_rpg	Latent	NA
GCA_001509495.1_ASM150949v1_LLZH01000048.1_seq1...tet_rpg	Latent	NA
GCA_002119845.1_ASM211984v1_CP020906.1_seq1...tet_rpg	Latent	NA
GCA_002210435.1_ASM221043v1_MZMV01000043.1_seq1...tet_rpg	Latent	NA
GCA_003236295.1_ASM323629v1_POTW01000035.1_seq1...tet_rpg	Latent	NA
GCA_003967575.1_ASM396757v1_BIFT01000001.1_seq2...tet_rpg	Latent	NA
GCA_004122735.1_ASM412273v1_SDIF01000070.1_seq1...tet_rpg	Latent	NA
GCA_004208415.1_ASM420841v1_CP035758.1_seq1...tet_rpg	Latent	NA
GCA_004208415.1_ASM420841v1_CP035758.1_seq2...tet_rpg	Latent	NA
GCA_004785795.1_ASM478579v1_SRRO01000001.1_seq1...tet_rpg	Latent	NA
GCA_010993745.1_ASM1099374v1_WOTN01000001.1_seq1...tet_rpg	Latent	NA
GCA_011764565.1_ASM1176456v1_AP022871.1_seq1...tet_rpg	Latent	NA
GCA_014202425.1_ASM1420242v1_JACHGT010000003.1_seq1...tet_rpg	Latent	NA
GCA_014205225.1_ASM1420522v1_JACHNB010000001.1_seq1...tet_rpg	Latent	NA
GCA_014323725.1_ASM1432372v1_JABVED010000001.1_seq1...tet_rpg	Latent	NA
GCA_014655715.1_ASM1465571v1_BNBM01000004.1_seq1...tet_rpg	Latent	NA
GCA_016587455.1_ASM1658745v1_BNJK01000002.1_seq1...tet_rpg	Latent	NA
GCA_016612545.1_ASM1661254v1_JAENRY010000072.1_seq1...tet_rpg	Latent	NA
GCA_016862895.1_ASM1686289v1_BONV01000006.1_seq1...tet_rpg	Latent	NA
GCA_017357385.1_ASM1735738v1_CP071632.1_seq1...tet_rpg	Latent	NA
GCA_017599305.1_ASM1759930v1_JAGFWR010000001.1_seq1...tet_rpg	Latent	NA
GCA_019038635.1_ASM1903863v1_JAHOPD010000020.1_seq1...tet_rpg	Latent	NA
GCA_019090165.1_ASM1909016v1_JAHRIB010000031.1_seq1...tet_rpg	Latent	NA
GCA_021474405.1_ASM2147440v1_JAKEIO010000054.1_seq1...tet_rpg	Latent	NA
GCA_024055795.1_ASM2405579v1_JAMXMY010000010.1_seq1...tet_rpg	Latent	NA
GCA_024172165.1_ASM2417216v1_JAMZEB010000002.1_seq2...tet_rpg	Latent	NA
GCA_024295805.1_ASM2429580v1_JANCLX010000009.1_seq1...tet_rpg	Latent	NA
GCA_030053015.1_ASM3005301v1_JASJPX010000003.1_seq1...tet_rpg	Latent	NA
GCA_035556175.1_ASM3555617v1_DATMFM010000052.1_seq1...tet_rpg	Latent	NA
GCA_036503555.1_ASM3650355v1_DASXWQ010000035.1_seq1...tet_rpg	Latent	NA
GCA_900289175.1_PRJEB24604_LT985747.1_seq1...tet_rpg	Latent	NA
GCA_902706285.1_n18055v0.1_CACSKD010000006.1_seq1...tet_rpg	Latent	NA
GCA_000165795.1_ASM16579v1_CM001022.1_seq1...tet_rpg	Latent	NA
GCA_000375625.1_ASM37562v1_AQWO01000005.1_seq1...tet_rpg	Latent	NA
GCA_000511135.2_Mb_MiSeq_454_130116_KI866523.1_seq1...tet_rpg	Latent	NA
GCA_000718165.1_ASM71816v1_JOEY01000020.1_seq1...tet_rpg	Latent	NA
GCA_000721945.1_ASM72194v1_JOBZ01000283.1_seq1...tet_rpg	Latent	NA
GCA_001748085.1_ASM174808v1_BBZK01000004.1_seq1...tet_rpg	Latent	NA
GCA_001984195.1_ASM198419v1_MTQN01000010.1_seq1...tet_rpg	Latent	NA
GCA_002029235.1_ASM202923v1_MZGV01000008.1_seq1...tet_rpg	Latent	NA
GCA_004137245.1_ASM413724v1_SDWS01000002.1_seq1...tet_rpg	Latent	NA
GCA_004216905.1_ASM421690v1_SGXJ01000003.1_seq1...tet_rpg	Latent	NA
GCA_004345665.1_ASM434566v1_SLWR01000001.1_seq1...tet_rpg	Latent	NA
GCA_009870825.1_ASM987082v1_WTWY01000018.1_seq1...tet_rpg	Latent	NA
GCA_011751775.1_ASM1175177v1_JAAHFJ010000002.1_seq1...tet_rpg	Latent	NA
GCA_014534645.1_ASM1453464v1_JACVQF010000222.1_seq1...tet_rpg	Latent	NA
GCA_014621695.1_ASM1462169v1_CP061281.1_seq1...tet_rpg	Latent	NA
GCA_014639255.1_ASM1463925v1_BMFV01000013.1_seq1...tet_rpg	Latent	NA
GCA_016735675.1_ASM1673567v1_JAERSG010000005.1_seq1...tet_rpg	Latent	NA
GCA_016862535.1_ASM1686253v1_BOND01000009.1_seq1...tet_rpg	Latent	NA
GCA_016862555.1_ASM1686255v1_BONE01000001.1_seq1...tet_rpg	Latent	NA
GCA_018141445.1_ASM1814144v1_CP058649.1_seq1...tet_rpg	Latent	NA
GCA_019550855.1_ASM1955085v1_JAHWCJ010000001.1_seq1...tet_rpg	Latent	NA
GCA_030295405.1_ASM3029540v1_AP027080.1_seq1...tet_rpg	Latent	NA
GCA_030403745.1_ASM3040374v1_JAQMWP010000015.1_seq1...tet_rpg	Latent	NA
GCA_032104445.1_ASM3210444v1_DAMCHC010000004.1_seq1...tet_rpg	Latent	NA
GCA_035306545.1_ASM3530654v1_DATGNW010000043.1_seq1...tet_rpg	Latent	NA
GCA_035963215.1_ASM3596321v1_CP109153.1_seq2...tet_rpg	Latent	NA
GCA_900111685.1_IMG.taxon_2675903060_annotated_assembly_FOHX01000006.1_seq1...tet_rpg	Latent	NA
GCA_000716715.1_ASM71671v1_JNYJ01000054.1_seq1...tet_rpg	Latent	NA
GCA_001187435.1_ASM118743v1_LFXA01000002.1_seq1...tet_rpg	Latent	NA
GCA_001558125.2_ASM155812v2_LOBU02000014.1_seq1...tet_rpg	Latent	NA
GCA_002564045.1_ASM256404v1_PDJK01000002.1_seq1...tet_rpg	Latent	NA
GCA_003324565.1_ASM332456v1_QOLA01000025.1_seq1...tet_rpg	Latent	NA
GCA_004137235.1_ASM413723v1_SDWU01000004.1_seq1...tet_rpg	Latent	NA
GCA_007827045.1_ASM782704v1_RPFW01000005.1_seq1...tet_rpg	Latent	NA
GCA_008630535.1_ASM863053v1_VWPH01000019.1_seq1...tet_rpg	Latent	NA
GCA_011761605.1_ASM1176160v1_JAASRO010000001.1_seq2...tet_rpg	Latent	NA
GCA_013155375.1_ASM1315537v1_JABJQY010000004.1_seq1...tet_rpg	Latent	NA
GCA_013362885.1_ASM1336288v1_JABFVH010000138.1_seq1...tet_rpg	Latent	NA
GCA_016863655.1_ASM1686365v1_BOPH01000036.1_seq1...tet_rpg	Latent	NA
GCA_018343625.1_ASM1834362v1_JAGYPG010000001.1_seq1...tet_rpg	Latent	NA
GCA_023656515.1_ASM2365651v1_JAMOFV010000006.1_seq1...tet_rpg	Latent	NA
GCA_024436375.1_ASM2443637v1_JAFMZM010000005.1_seq1...tet_rpg	Latent	NA
GCA_024721995.1_ASM2472199v1_JANQBC010000009.1_seq1...tet_rpg	Latent	NA
GCA_029369745.1_ASM2936974v1_CP120210.1_seq1...tet_rpg	Latent	NA
GCA_035606895.1_ASM3560689v1_DATNDW010000629.1_seq1...tet_rpg	Latent	NA
GCA_036280235.1_ASM3628023v1_DASURB010000116.1_seq1...tet_rpg	Latent	NA
GCA_036322245.1_ASM3632224v1_JAQYXJ010000460.1_seq1...tet_rpg	Latent	NA
GCA_900094865.1_ASM90009486v1_FMJK01000012.1_seq1...tet_rpg	Latent	NA
GCA_900107275.1_IMG.taxon_2675903024_annotated_assembly_FNPI01000012.1_seq1...tet_rpg	Latent	NA
GCA_000156055.1_ASM15605v1_DS995361.1_seq1...tet_rpg	Established	tetB(P)_1
GCA_000280535.1_CloBeiG117_1.0_JH725406.1_seq1...tet_rpg	Latent	NA
GCA_000334435.1_CloSac1.0_AOIF01000125.1_seq1...tet_rpg	Latent	NA
GCA_000568255.1_ASM56825v1_KK037166.1_seq1...tet_rpg	Latent	NA
GCA_000735585.1_ASM73558v1_JNNO01000047.1_seq1...tet_rpg	Latent	NA
GCA_000769405.2_CC275e2020_CP053439.1_seq1...tet_rpg	Latent	NA
GCA_001187535.1_ASM118753v1_LFIO01001075.1_seq1...tet_rpg	Latent	NA
GCA_001418585.1_ASM141858v1_LIQS01000126.1_seq1...tet_rpg	Latent	NA
GCA_001427925.1_Root151_LMGG01000001.1_seq1...tet_rpg	Latent	NA
GCA_001516045.1_41k_LOEW01000159.1_seq1...tet_rpg	Latent	NA
GCA_001748085.1_ASM174808v1_BBZK01000007.1_seq1...tet_rpg	Latent	NA
GCA_001896135.2_ASM189613v2_MPOH02000003.1_seq1...tet_rpg	Latent	NA
GCA_002006385.1_ASM200638v1_LZYX01000015.1_seq1...tet_rpg	Latent	NA
GCA_003253565.1_ASM325356v1_QKUF01000011.1_seq1...tet_rpg	Latent	NA
GCA_003290405.1_ASM329040v1_CP030760.1_seq1...tet_rpg	Latent	NA
GCA_003315795.1_ASM331579v1_QMEY01000001.1_seq1...tet_rpg	Latent	NA
GCA_004564375.1_ASM456437v1_CP038267.1_seq1...tet_rpg	Latent	NA
GCA_006716095.1_ASM671609v1_VFOK01000001.1_seq1...tet_rpg	Latent	NA
GCA_006716445.1_ASM671644v1_VFPA01000001.1_seq1...tet_rpg	Latent	NA
GCA_009299835.1_ASM929983v1_VKCZ01000003.1_seq1...tet_rpg	Latent	NA
GCA_012034245.1_ASM1203424v1_JAATEO010000012.1_seq1...tet_rpg	Latent	NA
GCA_013393165.1_ASM1339316v1_QJOT01000009.1_seq1...tet_rpg	Latent	NA
GCA_014203355.1_ASM1420335v1_JACHIR010000001.1_seq1...tet_rpg	Latent	NA
GCA_014649375.1_ASM1464937v1_BMSX01000014.1_seq1...tet_rpg	Latent	NA
